City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,oulmes,33.4258,-6.0014,28.91,35,43,2.27,MA,1691616337
295,port alfred,-33.5906,26.891,16.21,87,39,2.24,ZA,1691616337
296,kapa'a,22.0752,-159.319,32.99,71,75,9.77,US,1691616337
297,antonio enes,-16.2325,39.9086,21.89,77,49,4.29,MZ,1691616337
298,okhotsk,59.3833,143.3,15.23,66,11,0.1,RU,1691616337
299,babruysk,53.15,29.2333,15.87,65,84,1.77,BY,1691616337
300,kingscliff,-28.2667,153.5667,13.2,100,5,0.0,AU,1691616338
301,ghat,24.9647,10.1728,31.55,14,0,6.39,LY,1691616161
302,gebeit,21.0667,36.3167,31.4,21,4,1.81,SD,1691616338
303,yashkul',46.1711,45.3435,32.07,34,11,5.16,RU,1691616338
304,bikenibeu village,1.3673,173.1241,29.98,74,20,0.51,KI,1691616301
305,arkhangel'sk,64.5401,40.5433,16.19,83,4,2.16,RU,1691616338
306,el gouna,27.3942,33.6782,33.05,38,0,8.7,EG,1691616338
307,toulepleu guere,6.574,-8.4259,21.69,98,91,2.21,CI,1691616338
308,newman,37.3138,-121.0208,34.47,14,0,3.87,US,1691616338
309,riviere-du-loup,47.8304,-69.5342,16.15,94,100,1.03,CA,1691616309
310,dubovskoye,47.4092,42.7575,26.4,52,36,3.66,RU,1691616339
311,pitimbu,-7.4706,-34.8086,26.33,76,61,6.53,BR,1691616339
312,narok,-1.0783,35.8601,13.83,84,46,1.88,KE,1691616339
313,sosnovo-ozerskoye,52.5249,111.5418,16.36,96,100,5.38,RU,1691616339
314,khandyga,62.6667,135.6,14.54,60,0,0.55,RU,1691616282
315,olenino,56.2092,33.4889,12.17,74,0,2.26,RU,1691616339
316,alpena,45.0617,-83.4327,29.18,46,0,4.63,US,1691616340
317,carmo,-21.9336,-42.6086,19.37,80,82,2.06,BR,1691616340
318,lichtenburg,-26.152,26.1597,9.12,41,18,4.08,ZA,1691616340
319,klaksvik,62.2266,-6.589,8.51,76,34,6.91,FO,1691616340
320,achit,56.7985,57.8994,16.3,74,71,1.37,RU,1691616340
321,stephanskirchen,47.8595,12.1528,15.49,94,100,2.21,DE,1691616340
322,timmins,48.4669,-81.3331,22.9,56,75,2.06,CA,1691616301
323,tromso,69.6496,18.957,20.01,52,0,6.17,NO,1691616295
324,prince rupert,54.3161,-130.3201,16.05,89,100,5.66,CA,1691616341
325,nishinoomote,30.7333,131.0,27.66,85,100,8.42,JP,1691616341
326,bodrum,37.0383,27.4292,25.96,74,0,3.58,TR,1691616232
327,fauske,67.2588,15.3918,19.02,64,3,3.72,NO,1691616341
328,howrah,22.5892,88.3103,28.0,89,100,1.54,IN,1691615730
329,vernon,50.2581,-119.2691,24.78,64,100,0.51,CA,1691616073
330,porto san giorgio,43.1827,13.7934,22.78,58,94,2.53,IT,1691616341
331,calvinia,-31.4707,19.776,15.41,27,0,2.6,ZA,1691616342
332,mar del plata,-38.0023,-57.5575,13.38,90,75,4.63,AR,1691616218
333,bandarbeyla,9.4942,50.8122,24.21,84,98,12.84,SO,1691616342
334,vadso,70.0744,29.7487,23.49,77,9,3.09,NO,1691616342
335,bantay,17.5847,120.3892,25.69,88,100,3.52,PH,1691616342
336,hakui,36.8833,136.7833,30.08,85,34,0.98,JP,1691616342
337,santa terezinha,-29.9002,-50.0904,16.28,96,100,8.69,BR,1691616278
338,mildura,-34.2,142.15,7.82,87,0,4.05,AU,1691616342
339,evanston,42.0411,-87.6901,26.2,65,100,3.09,US,1691616319
340,chernomorskoye,45.5039,32.6997,23.84,62,0,8.08,UA,1691616343
341,minas de marcona,-15.2119,-75.1103,17.24,64,5,5.46,PE,1691616343
342,lae,-6.7221,146.9847,22.37,96,100,2.12,PG,1691616343
343,serowe,-22.3833,26.7167,12.48,47,0,5.56,BW,1691616343
344,ciudad lazaro cardenas,17.9583,-102.2,31.48,65,20,2.86,MX,1691616209
345,soio,-6.1349,12.3689,22.07,90,35,3.51,AO,1691616343
346,alaghsas,17.0187,8.0168,26.11,63,38,11.46,NE,1691616343
347,tamanrasset,22.785,5.5228,27.95,32,92,2.57,DZ,1691616343
348,lushun,38.8,121.2667,25.12,74,0,7.73,CN,1691616344
349,eldridge,41.6581,-90.5846,23.2,82,20,3.09,US,1691616344
350,bridgewater,44.3835,-64.5155,21.79,86,97,7.72,CA,1691616047
351,alto barinas,8.5931,-70.2261,30.48,69,62,1.46,VE,1691616344
352,murghob,38.1702,73.9667,12.6,49,2,1.78,TJ,1691616344
353,gizo,-8.103,156.8419,26.31,82,99,10.2,SB,1691616344
354,loei,17.4167,101.5,18.25,91,100,1.86,TH,1691616344
355,alofi,-19.0595,-169.9187,26.94,89,75,3.09,NU,1691616345
356,peace river,56.2501,-117.286,18.17,94,100,2.57,CA,1691616345
357,yarrawonga,-36.0167,146.0,7.65,97,100,3.23,AU,1691616345
358,port-vila,-17.7338,168.3219,21.78,64,75,5.14,VU,1691616231
359,mao,39.8885,4.2658,24.31,83,0,2.57,ES,1691616345
360,masterton,-40.9597,175.6575,4.94,98,100,1.68,NZ,1691616179
361,fenyi,27.8112,114.6681,25.3,96,2,0.79,CN,1691616345
362,lake mills,43.0814,-88.9118,28.65,23,100,4.49,US,1691616345
363,jijel,36.8205,5.7667,21.97,83,0,1.54,DZ,1691616345
364,dien bien phu,21.3833,103.0167,22.81,100,100,0.88,VN,1691616346
365,hammerfest,70.6634,23.6821,22.25,68,0,0.0,NO,1691616293
366,sucua,-2.4667,-78.1667,27.41,69,40,3.6,EC,1691616346
367,qujing,25.4833,103.7833,16.4,97,78,1.0,CN,1691616346
368,dryden,49.7833,-92.7503,17.16,59,100,4.12,CA,1691616289
369,vyerkhnyadzvinsk,55.7815,27.9443,13.51,77,53,2.62,BY,1691616346
370,el granada,37.5027,-122.4694,32.26,70,100,4.63,US,1691616346
371,constantia,44.1833,28.65,18.38,64,1,4.25,RO,1691616186
372,tangalle,6.024,80.7911,26.09,88,100,4.09,LK,1691616346
373,merizo village,13.2658,144.6691,26.31,94,100,8.14,GU,1691616347
374,elin pelin,42.6667,23.6,17.87,67,20,3.09,BG,1691616347
375,zhangatas,43.5667,69.75,26.95,33,9,3.2,KZ,1691616347
376,harstad,68.799,16.5293,18.78,76,29,2.79,NO,1691616347
377,atambua,-9.1061,124.8925,19.62,89,67,1.98,ID,1691616347
378,niafunke,15.9322,-3.9906,37.14,27,70,2.78,ML,1691616347
379,churapcha,62.0025,132.4325,14.27,57,30,2.44,RU,1691616347
380,xiongzhou,25.1167,114.3,25.47,89,29,0.76,CN,1691616348
381,bay harbor,30.1471,-85.6146,33.89,68,0,6.17,US,1691616348
382,penon blanco,24.7897,-104.0369,33.7,18,96,7.22,MX,1691616348
383,susuman,62.7833,148.1667,7.98,83,90,0.85,RU,1691616348
384,warman,52.3168,-106.5679,20.95,43,75,4.12,CA,1691616348
385,touros,-5.1989,-35.4608,25.0,80,41,7.57,BR,1691616229
386,vila velha,-20.3297,-40.2925,22.97,86,75,4.12,BR,1691616348
387,sungai penuh,-2.0833,101.3833,17.07,96,20,1.5,ID,1691616348
388,berdigestyakh,62.0989,126.6992,13.33,65,16,3.11,RU,1691616349
389,lazaro cardenas,17.9583,-102.2,31.48,65,20,2.86,MX,1691615678
390,sant'antioco,39.0664,8.4522,20.82,71,0,3.91,IT,1691616349
391,hobyo,5.3505,48.5268,24.76,83,85,10.54,SO,1691616349
392,tsiombe,-25.3,45.4833,19.17,88,5,3.03,MG,1691616283
393,naze,28.3667,129.4833,25.51,89,63,5.23,JP,1691616349
394,podporozh'ye,60.9112,34.1706,15.63,98,100,2.06,RU,1691616349
395,novodvinsk,64.4165,40.8122,16.11,85,4,2.06,RU,1691616349
396,kerikeri,-35.2268,173.9474,10.65,76,1,2.27,NZ,1691616349
397,langzhong,31.5504,105.9938,25.47,91,73,1.66,CN,1691616350
398,fort mcmurray,56.7268,-111.381,14.77,88,100,6.69,CA,1691616131
399,morfou,35.1981,32.9914,27.49,78,0,1.4,CY,1691616350
400,nuestra senora del rosario de caa cati,-27.7507,-57.6207,20.17,73,77,1.68,AR,1691616350
401,leninsk-kuznetsky,54.6567,86.1737,14.12,72,48,2.75,RU,1691616350
402,berwick-upon-tweed,55.7833,-2.0,17.46,88,81,2.42,GB,1691616350
403,uturoa,-16.7333,-151.4333,24.93,70,9,7.92,PF,1691616350
404,aripuana,-9.1667,-60.6333,34.66,31,91,0.29,BR,1691616138
405,marine corps base hawaii - mcbh,21.4453,-157.7513,30.98,60,75,7.2,US,1691616351
406,zhaobaoshan,29.9695,121.6875,28.01,93,11,3.85,CN,1691616351
407,camiri,-20.05,-63.5167,25.88,34,0,0.0,BO,1691616351
408,tchintabaraden,15.8969,5.7985,31.07,50,11,5.94,NE,1691616351
409,umba,66.6871,34.3429,14.15,80,0,2.9,RU,1691616351
410,st. john's,47.5649,-52.7093,14.32,85,100,6.69,CA,1691616351
411,surubim,-7.8331,-35.7547,21.38,65,26,4.64,BR,1691616069
412,jaleshwar,26.6471,85.8008,26.16,92,98,4.08,NP,1691616352
413,grande prairie,55.1667,-118.8027,17.1,88,75,3.6,CA,1691615874
414,muynoq,43.7683,59.0214,29.09,31,0,3.65,UZ,1691616352
415,panji,-7.7253,114.0995,20.64,69,25,2.48,ID,1691616352
416,moyynkum,44.2914,72.9469,30.3,26,94,4.24,KZ,1691616352
417,iwon-up,40.3231,128.6553,20.91,97,100,2.89,KP,1691616352
418,shahr-e babak,30.1165,55.1186,25.75,20,38,6.24,IR,1691616352
419,morwell,-38.2333,146.4,10.22,97,100,2.79,AU,1691616352
420,geraldton,-28.7667,114.6,11.23,82,100,3.6,AU,1691616188
421,nuuk,64.1835,-51.7216,5.34,93,100,6.69,GL,1691616353
422,sogndal,61.2283,7.1003,10.21,100,100,0.0,NO,1691616353
423,lindesberg,59.592,15.2304,11.84,99,100,3.65,SE,1691616353
424,itako,35.9333,140.55,27.97,54,4,2.38,JP,1691616353
425,nyurba,63.2842,118.3319,14.2,71,1,2.62,RU,1691616353
426,kouroussa,10.65,-9.8833,23.66,94,77,2.23,GN,1691616353
427,selfoss,63.9331,-20.9971,12.25,76,99,3.26,IS,1691616353
428,san fernando,15.0286,120.6898,27.85,92,100,0.43,PH,1691616354
429,ust-tsilma,65.441,52.1498,15.23,85,1,0.9,RU,1691616354
430,titlagarh,20.3,83.15,24.42,82,14,2.14,IN,1691616354
431,flat river,37.8501,-90.5168,24.25,83,100,3.09,US,1691616354
432,embi,48.8264,58.1442,20.38,61,29,5.38,KZ,1691616354
433,thinadhoo,0.5333,72.9333,27.46,76,90,3.34,MV,1691616354
434,pyshma,56.9523,63.2513,16.99,78,100,2.33,RU,1691616354
435,praya,14.9215,-23.5087,26.3,73,20,7.2,CV,1691616354
436,jiuquan,39.7432,98.5174,24.38,49,100,0.35,CN,1691616355
437,caconda,-13.7333,15.0667,17.63,30,10,1.68,AO,1691616355
438,progreso,21.2833,-89.6667,37.28,68,3,6.19,MX,1691616355
439,sao geraldo do araguaia,-6.4006,-48.555,34.07,26,17,1.85,BR,1691616355
440,saldanha,-33.0117,17.9442,12.03,81,0,4.06,ZA,1691616355
441,dolinsk,47.35,142.8,14.25,96,100,3.21,RU,1691616355
442,gladstone,-23.85,151.25,13.77,82,0,2.57,AU,1691616355
443,wynyard,-41.0,145.7167,9.93,84,100,5.33,AU,1691616356
444,akjoujt,19.6969,-14.4164,35.72,22,2,7.12,MR,1691616281
445,takoradi,4.8845,-1.7554,24.02,85,75,4.73,GH,1691616356
446,wucheng,29.6008,118.175,23.64,96,2,1.01,CN,1691616356
447,kolonia,50.9333,6.95,17.7,76,20,1.03,DE,1691616225
448,doka,13.5167,35.7667,22.75,92,100,3.45,SD,1691616356
449,puerto san jose,13.9256,-90.8244,30.77,67,34,3.56,GT,1691616184
450,tabuk,17.4189,121.4443,23.78,86,100,1.43,PH,1691616356
451,copiapo,-27.3667,-70.3333,13.83,39,76,3.58,CL,1691616357
452,fale old settlement,-9.3852,-171.2468,28.41,78,30,6.71,TK,1691616279
453,kisangani,0.5167,25.2,22.61,93,68,1.02,CD,1691616357
454,sakakah,29.9697,40.2064,32.76,19,0,4.27,SA,1691616357
455,laojunmiao,39.8333,97.7333,20.2,56,88,0.44,CN,1691616357
456,kone,-21.0595,164.8658,18.3,69,54,4.26,NC,1691616172
457,kochenevo,55.0218,82.202,11.66,82,10,2.11,RU,1691616357
458,enshi,30.3,109.4833,23.61,98,7,0.17,CN,1691616357
459,jabor,5.921,169.6434,27.8,75,99,2.79,MH,1691616357
460,phan rang-thap cham,11.5667,108.9833,26.26,73,4,1.77,VN,1691616358
461,guarapuava,-25.3953,-51.4581,13.25,99,100,0.84,BR,1691616358
462,cruzeiro do sul,-29.5128,-51.9853,16.39,93,100,1.3,BR,1691616358
463,olovyannaya,50.95,115.5667,18.78,62,100,2.57,RU,1691616358
464,segezha,63.7415,34.3222,18.37,81,72,2.94,RU,1691616358
465,praia grande,-24.0058,-46.4028,22.08,55,100,3.09,BR,1691616358
466,inhambane,-23.865,35.3833,20.63,70,55,6.12,MZ,1691616255
467,gereida,11.2811,25.1414,24.42,82,71,3.19,SD,1691616358
468,nampa,43.5407,-116.5635,33.91,36,0,2.06,US,1691616046
469,manaure,11.7751,-72.4445,31.28,64,15,8.79,CO,1691616266
470,marsa alam,25.0757,34.8918,31.67,57,0,3.91,EG,1691616359
471,cihanbeyli,38.6607,32.9244,26.42,45,0,4.3,TR,1691616359
472,pacific grove,36.6177,-121.9166,24.66,79,0,6.17,US,1691616359
473,ribeira brava,32.65,-17.0667,24.35,69,5,1.04,PT,1691616359
474,vila franca do campo,37.7167,-25.4333,23.23,95,100,5.06,PT,1691616299
475,vanimo,-2.6741,141.3028,24.64,90,57,1.99,PG,1691616359
476,la passe,45.5549,-0.8967,25.13,49,1,5.83,FR,1691616359
477,zabol,32.25,67.25,24.15,15,5,4.94,AF,1691616359
478,betio village,1.358,172.9211,30.02,74,100,2.17,KI,1691616360
479,emporia,38.4039,-96.1817,29.11,54,40,2.57,US,1691616168
480,jianshui,23.6363,102.8264,20.26,98,100,0.24,CN,1691616360
481,sanga-sanga,5.0725,119.7853,27.65,72,76,1.25,PH,1691616360
482,gurupi,-11.7292,-49.0686,33.09,24,24,2.02,BR,1691616360
483,veseloyarsk,51.2836,81.1056,18.34,42,84,3.24,RU,1691616360
484,cooper's town,26.8667,-77.5167,30.04,74,97,3.42,BS,1691616360
485,port-cartier,50.0334,-66.8654,14.3,98,100,6.02,CA,1691616360
486,alice town,25.7167,-79.3,30.73,71,28,3.58,BS,1691616361
487,moranbah,-22.0016,148.0466,11.98,93,0,3.25,AU,1691616180
488,miyaly,48.8844,53.7836,24.42,41,5,3.82,KZ,1691616361
489,barkly west,-28.5354,24.5215,13.63,32,0,7.41,ZA,1691616361
490,sheridan,44.8333,-106.9173,29.83,35,0,3.13,US,1691616210
491,santa maria del oro,25.9333,-105.3667,34.4,16,60,5.47,MX,1691616361
492,tokmok,42.8417,75.3016,22.86,36,0,1.55,KG,1691616361
493,illizi,26.4833,8.4667,31.89,13,0,3.92,DZ,1691616361
494,lincoln,40.8,-96.667,28.41,61,0,2.06,US,1691616362
495,vorgashor,67.5833,63.95,7.83,88,28,3.01,RU,1691616153
496,grand falls-windsor,48.9332,-55.6649,16.39,85,100,4.34,CA,1691616228
497,cockburn town,21.4612,-71.1419,29.03,84,82,7.75,TC,1691616227
498,mili,6.0815,171.735,27.9,73,78,1.5,MH,1691616363
499,tarcento,46.2122,13.2258,19.85,79,100,3.08,IT,1691616363
500,portland,45.5234,-122.6762,29.23,50,75,3.09,US,1691615572
501,viedma,-40.8135,-62.9967,17.13,31,96,6.92,AR,1691616027
502,shenjiamen,29.9576,122.298,26.61,90,3,6.2,CN,1691616364
503,katsuura,35.1333,140.3,26.46,84,76,4.87,JP,1691616364
504,kristiansund,63.1115,7.732,11.36,87,100,1.03,NO,1691616364
505,westport,41.1415,-73.3579,30.97,46,20,5.14,US,1691616365
506,kailua-kona,19.6406,-155.9956,30.98,64,40,6.69,US,1691616365
507,leh,34.1667,77.5833,18.9,34,2,2.1,IN,1691616361
508,altai,46.3722,96.2583,14.12,53,0,2.61,MN,1691616365
509,goseong,34.9763,128.3236,25.02,97,100,10.36,KR,1691616365
510,duck lake,52.8168,-106.2344,21.51,33,100,5.67,CA,1691616365
511,coahuayana de hidalgo,18.7,-103.6583,32.76,64,19,4.06,MX,1691616365
512,mogocha,53.7333,119.7667,11.46,93,40,0.95,RU,1691616172
513,gribanovskiy,51.4579,41.9764,21.67,56,45,2.86,RU,1691616366
514,rabigh,22.7986,39.0349,31.68,61,0,0.41,SA,1691616366
515,jishui,33.7333,115.4,23.91,92,6,1.9,CN,1691616366
516,arauco,-37.2463,-73.3175,11.95,96,100,5.86,CL,1691616366
517,bay roberts,47.5999,-53.2648,14.52,86,100,2.24,CA,1691616366
518,tataouine,32.9297,10.4518,25.09,50,0,3.28,TN,1691616367
519,bemidji,47.4736,-94.8803,23.92,52,40,5.66,US,1691616367
520,borogontsy,62.6683,131.1683,13.66,69,38,2.45,RU,1691616367
521,bhimbar,32.9757,74.0793,29.59,64,40,2.86,PK,1691616367
522,sakaiminato,35.55,133.2333,30.99,58,75,4.63,JP,1691616367
523,calama,-22.4667,-68.9333,23.27,7,0,8.75,CL,1691616367
524,manismata,-2.4667,111.0333,21.58,95,44,1.34,ID,1691616368
525,santa elena de uairen,4.6167,-61.1333,24.36,74,44,2.96,VE,1691616155
526,pimentel,-6.8367,-79.9342,25.16,69,100,5.14,PE,1691616368
527,santo antonio,-6.3106,-35.4789,24.16,75,64,6.08,BR,1691616368
528,suez,29.9737,32.5263,25.81,60,0,5.32,EG,1691616368
529,zavodskoy,43.4597,132.2922,20.77,100,75,3.0,RU,1691616370
530,greymouth,-42.4667,171.2,4.38,78,46,3.98,NZ,1691616370
531,urengoy,65.9667,78.3667,8.57,93,100,7.28,RU,1691616370
532,hami,42.8,93.45,28.25,29,5,7.43,CN,1691616371
533,san alberto,7.7611,-73.3922,33.37,61,37,1.64,CO,1691616372
534,city of balikpapan,-1.242,116.8942,27.97,83,40,3.09,ID,1691616372
535,grenville,12.1167,-61.6167,29.03,73,100,3.35,GD,1691616372
536,broken hill,-31.95,141.4333,10.44,82,40,4.48,AU,1691616372
537,milford haven,51.7128,-5.0341,17.28,93,22,2.94,GB,1691616372
538,amga,60.8953,131.9608,12.49,68,68,1.36,RU,1691616296
539,tanjung pandan,-2.75,107.65,23.77,83,79,2.9,ID,1691616373
540,daugavpils,55.8833,26.5333,11.59,94,47,1.63,LV,1691616377
541,loja,-3.9931,-79.2042,21.67,39,75,7.2,EC,1691616187
542,metkovic,43.0542,17.6483,21.26,63,49,1.73,HR,1691616377
543,babana,10.4295,3.815,22.84,96,95,3.59,NG,1691616377
544,vinton,37.281,-79.897,28.91,60,75,3.6,US,1691616377
545,gmunden,47.9189,13.7975,14.08,95,100,2.75,AT,1691616377
546,yanjiang,30.1211,104.6481,25.69,92,96,2.06,CN,1691616377
547,lieksa,63.3167,30.0167,16.47,92,56,1.07,FI,1691616378
548,rikaze,29.25,88.8833,14.66,60,49,1.99,CN,1691616378
549,santa marta,11.2408,-74.199,31.03,76,75,5.14,CO,1691616292
550,wenzhou,27.9994,120.6668,26.12,93,83,1.65,CN,1691616378
551,bangor,54.6534,-5.669,20.16,89,100,2.06,GB,1691616378
552,namibe,-15.1961,12.1522,17.69,88,64,3.11,AO,1691616378
553,mujiayingzi,42.1167,118.7833,18.44,81,1,0.88,CN,1691616378
554,queenstown,-31.8976,26.8753,9.73,92,15,1.85,ZA,1691616379
555,callaway,30.153,-85.5699,34.39,68,0,6.17,US,1691616379
556,holualoa,19.6228,-155.9522,28.91,65,40,6.69,US,1691616379
557,bardai,11.65,7.2333,22.81,88,100,3.01,NG,1691616379
558,changli,39.7042,119.1506,23.16,79,5,1.6,CN,1691616379
559,port douglas,-16.4833,145.4667,21.22,79,99,6.59,AU,1691616379
560,roosevelt,33.9668,-103.4505,36.61,7,3,5.81,US,1691616379
561,petropavlovsk-kamchatsky,53.0452,158.6483,14.33,72,40,2.0,RU,1691616214
562,acapulco de juarez,16.8634,-99.8901,29.9,79,100,2.57,MX,1691616188
563,midvagur,62.0511,-7.1939,8.46,87,20,4.12,FO,1691616157
564,brookings,44.3114,-96.7984,27.88,61,75,3.6,US,1691616258
565,flying fish cove,-10.4217,105.6791,23.82,88,75,5.66,CX,1691616237
566,barabai,-2.5833,115.3833,22.27,88,64,0.93,ID,1691616380
567,satita,34.8184,36.1138,23.47,79,1,1.21,SY,1691616380
568,vodice,43.7608,15.7828,24.98,49,77,2.31,HR,1691616380
569,puerto deseado,-47.7503,-65.8938,10.5,70,93,6.63,AR,1691616380
570,callao,-12.0667,-77.15,22.16,68,100,6.17,PE,1691616278
571,dauphin,51.1494,-100.0502,21.08,46,20,6.69,CA,1691616381
572,tarasivtsi,48.2053,26.3699,17.29,53,80,0.75,RO,1691616381
573,samdari,25.8167,72.5833,27.11,79,46,6.07,IN,1691616381
574,papao,-17.75,-149.55,26.82,72,100,7.17,PF,1691616381
575,sovetskiy,61.3614,63.5842,14.95,61,93,2.6,RU,1691616381
576,lerwick,60.1545,-1.1494,11.0,71,95,10.47,GB,1691616381
577,mek'ele,13.4967,39.4753,18.05,76,100,0.79,ET,1691616381
578,freetown,8.484,-13.2299,25.84,89,75,5.14,SL,1691616087
579,saint-joseph,-21.3667,55.6167,19.21,77,19,3.38,RE,1691616382
580,el porvenir,13.7617,-87.3458,32.63,34,91,1.58,HN,1691616382
581,linhares,-19.3911,-40.0722,21.3,89,96,1.97,BR,1691616291
582,kismayo,-0.3582,42.5454,24.19,83,35,6.31,SO,1691616166
583,newport,51.5877,-2.9984,20.37,87,41,2.06,GB,1691616375
584,gouyave,12.1646,-61.7296,28.43,84,40,5.66,GD,1691616382
